PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,IsAlone,AgeGroup,FareGroup
237,0,2,"Passenger, Person 237",male,23.517814855019623,0,0,340237,14.34805749768653,D,S,1,1,Adult,Medium-Low
238,0,1,"Passenger, Person 238",male,,0,2,PC 17238,93.82551923728418,,S,3,0,,High
239,0,3,"Passenger, Person 239",male,31.342420952797585,0,0,340239,6.795270160083669,,S,1,1,Adult,Low
240,1,1,"Passenger, Person 240",female,8.844969314398183,0,0,PC 17240,91.61739504159196,,S,1,1,Child,High
241,0,3,"Passenger, Person 241",male,43.02881955134045,5,0,340241,7.153426214070724,,C,6,0,Middle-Aged,Low
242,0,3,"Passenger, Person 242",male,20.011910759684586,0,0,340242,7.756923933152038,,C,1,1,Adult,Low
243,0,3,"Passenger, Person 243",male,56.86281775515441,0,2,340243,24.60222746225081,,S,3,0,Middle-Aged,Medium-High
244,0,2,"Passenger, Person 244",female,,0,0,340244,34.8907312729436,,S,1,1,,Medium-High
245,0,1,"Passenger, Person 245",male,23.21383251294811,1,1,PC 17245,0.0,,S,3,0,Adult,Low
246,1,3,"Passenger, Person 246",female,48.27473724515913,0,0,340246,21.897801282312077,,S,1,1,Middle-Aged,Medium-High
247,0,2,"Passenger, Person 247",male,30.68390490264735,0,0,340247,38.841683060139374,,S,1,1,Adult,High
248,0,3,"Passenger, Person 248",male,42.06521828927219,0,0,340248,30.81114499143934,,S,1,1,Middle-Aged,Medium-High
249,0,3,"Passenger, Person 249",male,,0,0,340249,19.404176984736303,,S,1,1,,Medium-High
250,0,3,"Passenger, Person 250",female,17.427828502632334,0,3,340250,2.0486235648171283,,S,4,0,Teens,Low
251,0,2,"Passenger, Person 251",male,20.368527431396803,0,0,340251,28.84975092451795,,Q,1,1,Adult,Medium-High
252,0,2,"Passenger, Person 252",female,44.63443185492684,0,0,340252,9.359719382193084,,C,1,1,Middle-Aged,Medium-Low
253,0,3,"Passenger, Person 253",male,24.84575768445516,2,0,340253,9.907383172276804,,Q,3,0,Adult,Medium-Low
254,0,2,"Passenger, Person 254",male,23.847097282991047,1,0,340254,25.640068041582644,F2,S,2,0,Adult,Medium-High
255,1,1,"Passenger, Person 255",female,,5,0,PC 17255,21.37877096373835,,Q,6,0,,Medium-High
256,1,3,"Passenger, Person 256",female,35.842186451105185,0,1,340256,1.0695966261043668,,S,2,0,Middle-Aged,Low
257,1,3,"Passenger, Person 257",female,,4,0,340257,18.803506503399056,,S,5,0,,Medium-Low
258,1,3,"Passenger, Person 258",female,14.220772743313043,0,0,340258,34.21946624743546,,C,1,1,Teens,Medium-High
259,1,3,"Passenger, Person 259",female,30.05118212175499,0,0,340259,27.355577635274106,,S,1,1,Adult,Medium-High
260,1,1,"Passenger, Person 260",female,50.177198053523725,0,4,PC 17260,139.3105224339074,,S,5,0,Middle-Aged,High
261,1,3,"Passenger, Person 261",female,28.54519982693713,0,0,340261,24.451039791487062,,S,1,1,Adult,Medium-High
262,0,3,"Passenger, Person 262",female,36.25939104562114,1,0,340262,20.694914469001077,A10,S,2,0,Middle-Aged,Medium-High
263,1,1,"Passenger, Person 263",female,,0,0,PC 17263,119.24221789393263,,S,1,1,,High
264,0,3,"Passenger, Person 264",male,,0,0,340264,23.564796235585117,,S,1,1,,Medium-High
265,1,3,"Passenger, Person 265",female,26.98640815743404,0,0,340265,0.0,,C,1,1,Adult,Low
266,0,3,"Passenger, Person 266",male,43.99308493735801,0,0,340266,15.874338293872045,,S,1,1,Middle-Aged,Medium-Low
267,0,3,"Passenger, Person 267",female,46.917097747688885,0,1,340267,12.789569731317725,,S,2,0,Middle-Aged,Medium-Low
268,1,3,"Passenger, Person 268",female,67.24867280926989,0,0,340268,14.5479311425902,E101,S,1,1,Senior,Medium-Low
269,0,2,"Passenger, Person 269",male,38.104681011596846,1,1,340269,14.662161208291735,,S,3,0,Middle-Aged,Medium-Low
270,1,2,"Passenger, Person 270",female,34.424046590441414,1,0,340270,27.42634198206502,,Q,2,0,Adult,Medium-High
271,0,3,"Passenger, Person 271",male,32.51857237287137,0,0,340271,4.682791893436322,C23 C25 C27,S,1,1,Adult,Low
272,0,3,"Passenger, Person 272",male,24.579088754245017,0,0,340272,7.807595776687622,F2,S,1,1,Adult,Low
273,0,3,"Passenger, Person 273",female,34.60801573019452,0,0,340273,6.487320949826894,,S,1,1,Adult,Low
274,0,3,"Passenger, Person 274",male,25.41667955298407,1,0,340274,23.18341300996856,,S,2,0,Adult,Medium-High
275,0,3,"Passenger, Person 275",female,32.14268415590941,0,0,340275,13.551041464698873,,S,1,1,Adult,Medium-Low
276,0,3,"Passenger, Person 276",female,48.805164266315415,0,0,340276,8.61084426223561,,S,1,1,Middle-Aged,Low
277,0,3,"Passenger, Person 277",male,15.105132803445205,0,0,340277,9.572273354822014,C23 C25 C27,S,1,1,Teens,Medium-Low
278,0,3,"Passenger, Person 278",male,,0,6,340278,13.722686783484477,,S,7,0,,Medium-Low
279,0,3,"Passenger, Person 279",male,48.798168476428046,0,0,340279,31.52392410756839,,S,1,1,Middle-Aged,Medium-High
280,0,3,"Passenger, Person 280",male,27.988006358629356,1,2,340280,0.0782763001866087,,S,4,0,Adult,Low
281,1,3,"Passenger, Person 281",female,,0,0,340281,21.11060997447764,,C,1,1,,Medium-High
282,1,2,"Passenger, Person 282",male,20.88658118713073,0,0,340282,26.794210394403105,,S,1,1,Adult,Medium-High
283,0,2,"Passenger, Person 283",male,48.50642092513608,1,0,340283,9.181449820191917,,C,2,0,Middle-Aged,Medium-Low
284,0,1,"Passenger, Person 284",male,29.36841309666621,1,0,PC 17284,198.56611663206553,,S,2,0,Adult,High
285,0,3,"Passenger, Person 285",male,15.210117631723794,0,0,340285,19.612084959687436,,S,1,1,Teens,Medium-High
286,1,1,"Passenger, Person 286",female,22.380763642190846,0,0,PC 17286,44.54680234807899,C22 C26,S,1,1,Adult,High
287,1,3,"Passenger, Person 287",male,,0,2,340287,0.0,,S,3,0,,Low
288,1,3,"Passenger, Person 288",female,,2,1,340288,16.20061517949024,,S,4,0,,Medium-Low
289,0,2,"Passenger, Person 289",male,26.235484562039428,0,0,340289,20.078307398172218,B96 B98,S,1,1,Adult,Medium-High
290,1,3,"Passenger, Person 290",female,,2,0,340290,2.3421577560726887,C23 C25 C27,S,3,0,,Low
291,1,1,"Passenger, Person 291",male,24.019506838864583,1,0,PC 17291,2.748076009420333,,S,2,0,Adult,Low
292,0,1,"Passenger, Person 292",male,16.32505232477171,0,0,PC 17292,151.89376963532138,,S,1,1,Teens,High
293,0,3,"Passenger, Person 293",female,,0,0,340293,0.0,,S,1,1,,Low
294,0,2,"Passenger, Person 294",male,,0,2,340294,24.745675815949472,C22 C26,S,3,0,,Medium-High
295,1,1,"Passenger, Person 295",female,47.3487985519697,0,0,PC 17295,69.5299159257528,C23 C25 C27,S,1,1,Middle-Aged,High
296,1,3,"Passenger, Person 296",female,51.75908275287554,0,0,340296,19.148703111887833,,S,1,1,Middle-Aged,Medium-High
297,0,3,"Passenger, Person 297",male,,0,0,340297,10.442644891537784,,S,1,1,,Medium-Low
298,0,1,"Passenger, Person 298",male,,4,0,PC 17298,107.02544729030454,,C,5,0,,High
299,1,3,"Passenger, Person 299",female,35.55408630988084,0,0,340299,5.509476710184198,,C,1,1,Middle-Aged,Low
300,0,1,"Passenger, Person 300",male,,1,0,PC 17300,80.31201653847727,,S,2,0,,High
301,0,1,"Passenger, Person 301",male,16.59632301941314,0,0,PC 17301,122.29854249575791,,S,1,1,Teens,High
302,0,3,"Passenger, Person 302",male,34.40320958496324,0,0,340302,15.339590584030171,,S,1,1,Adult,Medium-Low
303,0,3,"Passenger, Person 303",male,12.603923028182862,0,0,340303,17.863375266416988,,C,1,1,Teens,Medium-Low
304,0,3,"Passenger, Person 304",male,46.92135113269267,0,5,340304,3.472865706031885,A10,S,6,0,Middle-Aged,Low
305,1,3,"Passenger, Person 305",female,22.9630491891733,2,0,340305,7.1825798192666275,,S,3,0,Adult,Low
306,1,3,"Passenger, Person 306",female,32.61681501015617,0,0,340306,7.373261768624603,,C,1,1,Adult,Low
307,1,3,"Passenger, Person 307",female,,0,0,340307,10.638612688545718,,S,1,1,,Medium-Low
308,0,2,"Passenger, Person 308",female,25.94587788129088,0,0,340308,38.32157730503177,,S,1,1,Adult,High
309,1,3,"Passenger, Person 309",male,38.207060121391486,0,0,340309,9.78403368910729,,S,1,1,Middle-Aged,Medium-Low
310,1,2,"Passenger, Person 310",female,22.813896978973396,0,1,340310,5.793727023048496,,S,2,0,Adult,Low
311,0,2,"Passenger, Person 311",male,42.33381081313004,1,0,340311,27.701393942057702,,C,2,0,Middle-Aged,Medium-High
312,1,1,"Passenger, Person 312",male,10.183294636422143,1,0,PC 17312,189.1881876518895,,C,2,0,Child,High
313,1,1,"Passenger, Person 313",male,31.53250390342297,0,0,PC 17313,0.0,,S,1,1,Adult,Low
314,0,3,"Passenger, Person 314",male,57.81447048634513,0,0,340314,35.38091830189899,C23 C25 C27,S,1,1,Middle-Aged,Medium-High
315,0,3,"Passenger, Person 315",female,15.195195793219163,0,1,340315,18.24694262555379,,S,2,0,Teens,Medium-Low
316,1,3,"Passenger, Person 316",female,19.872697927389652,0,1,340316,25.0527986797523,,S,2,0,Adult,Medium-High
317,0,2,"Passenger, Person 317",male,37.15166382005427,0,0,340317,39.7319312555631,,S,1,1,Middle-Aged,High
318,0,1,"Passenger, Person 318",male,32.30393583812417,0,1,PC 17318,160.0141761312039,,S,2,0,Adult,High
319,1,1,"Passenger, Person 319",female,34.78413643946661,0,0,PC 17319,75.52822343340081,,S,1,1,Adult,High
320,0,2,"Passenger, Person 320",male,36.79321338714112,0,4,340320,36.4900758744884,,S,5,0,Middle-Aged,High
321,1,3,"Passenger, Person 321",male,38.903461294145664,0,0,340321,16.48059746858011,,S,1,1,Middle-Aged,Medium-Low
322,1,3,"Passenger, Person 322",male,45.790647708365235,0,4,340322,25.675331973984036,,S,5,0,Middle-Aged,Medium-High
323,1,3,"Passenger, Person 323",female,35.642370525463434,0,0,340323,26.878630321587515,,S,1,1,Middle-Aged,Medium-High
324,1,2,"Passenger, Person 324",female,,0,0,340324,6.47834433035401,,S,1,1,,Low
325,0,3,"Passenger, Person 325",male,39.4523186674396,1,0,340325,22.41731245174707,,S,2,0,Middle-Aged,Medium-High
326,0,3,"Passenger, Person 326",male,57.248288055980616,0,5,340326,11.679188896352908,,S,6,0,Middle-Aged,Medium-Low
327,1,3,"Passenger, Person 327",female,,0,1,340327,15.200097004624167,,S,2,0,,Medium-Low
328,1,3,"Passenger, Person 328",female,,0,0,340328,15.078020237270774,,S,1,1,,Medium-Low
329,1,2,"Passenger, Person 329",male,45.7526697046611,1,0,340329,21.790612828479656,C22 C26,S,2,0,Middle-Aged,Medium-High
330,1,2,"Passenger, Person 330",female,27.954473122672823,0,0,340330,40.46582905897751,,S,1,1,Adult,High
331,0,2,"Passenger, Person 331",male,0.42,0,0,340331,2.896180850377174,,S,1,1,Child,Low
332,0,3,"Passenger, Person 332",male,,0,0,340332,0.0,,C,1,1,,Low
333,1,1,"Passenger, Person 333",female,,1,0,PC 17333,0.0,,S,2,0,,Low
334,1,1,"Passenger, Person 334",male,28.387267406589668,3,1,PC 17334,167.54325258700126,,S,5,0,Adult,High
335,0,1,"Passenger, Person 335",male,34.51371479325071,0,0,PC 17335,23.821875634322534,,S,1,1,Adult,Medium-High
336,0,1,"Passenger, Person 336",male,32.462245356796466,1,1,PC 17336,94.46054462216114,,S,3,0,Adult,High
337,0,3,"Passenger, Person 337",male,39.98705134851607,2,0,340337,12.41811163462963,,S,3,0,Middle-Aged,Medium-Low
338,1,3,"Passenger, Person 338",female,23.38544762673727,2,0,340338,3.9298734529602184,,S,3,0,Adult,Low
339,0,3,"Passenger, Person 339",male,37.1400340735532,0,0,340339,23.046249613112685,,S,1,1,Middle-Aged,Medium-High
340,1,1,"Passenger, Person 340",female,25.9365731750332,0,0,PC 17340,74.20788847904402,,S,1,1,Adult,High
341,0,3,"Passenger, Person 341",male,40.41275197286879,0,0,340341,11.064914152577767,B96 B98,S,1,1,Middle-Aged,Medium-Low
342,0,3,"Passenger, Person 342",male,38.62282851818927,1,0,340342,16.24158438514276,,S,2,0,Middle-Aged,Medium-Low
343,0,1,"Passenger, Person 343",male,16.13613882035337,0,0,PC 17343,140.37022261738093,,C,1,1,Teens,High
344,1,2,"Passenger, Person 344",female,45.44674068453797,0,0,340344,8.193308834052178,B96 B98,S,1,1,Middle-Aged,Low
345,0,2,"Passenger, Person 345",male,21.9285300458463,0,0,340345,32.007938515332725,,C,1,1,Adult,Medium-High
346,1,3,"Passenger, Person 346",female,41.416838075076605,1,0,340346,29.628388717506844,,S,2,0,Middle-Aged,Medium-High
347,1,3,"Passenger, Person 347",male,35.025666044319436,1,1,340347,0.0,,S,3,0,Middle-Aged,Low
348,1,1,"Passenger, Person 348",female,,0,2,PC 17348,105.85732037197089,,S,3,0,,High
349,0,2,"Passenger, Person 349",male,26.459743255608146,1,0,340349,16.696011239354746,,S,2,0,Adult,Medium-Low
350,1,3,"Passenger, Person 350",female,24.634906456286135,0,0,340350,21.37153638792154,,C,1,1,Adult,Medium-High
351,1,3,"Passenger, Person 351",female,,1,0,340351,0.2967486622046369,,C,2,0,,Low
352,1,3,"Passenger, Person 352",female,25.30389314890301,0,2,340352,31.59832048207933,,S,3,0,Adult,Medium-High
353,0,3,"Passenger, Person 353",female,,0,0,340353,0.0,,C,1,1,,Low
354,1,1,"Passenger, Person 354",female,6.263496177669475,2,0,PC 17354,65.09608669743035,,S,3,0,Child,High
355,0,1,"Passenger, Person 355",male,,0,0,PC 17355,118.0250939276381,,S,1,1,,High
356,0,3,"Passenger, Person 356",male,14.2168576371017,1,0,340356,6.130294683716925,B96 B98,Q,2,0,Teens,Low
357,1,1,"Passenger, Person 357",male,,0,0,PC 17357,18.36467922035108,B96 B98,C,1,1,,Medium-Low
358,1,3,"Passenger, Person 358",female,54.50389390243792,0,1,340358,16.124592002935763,,S,2,0,Middle-Aged,Medium-Low
359,0,3,"Passenger, Person 359",male,28.18548633120666,0,0,340359,14.535359119901884,C23 C25 C27,C,1,1,Adult,Medium-Low
360,0,3,"Passenger, Person 360",female,27.252085013744846,0,0,340360,13.745319863566644,,Q,1,1,Adult,Medium-Low
361,0,2,"Passenger, Person 361",male,30.71575636514113,0,0,340361,31.82295064905314,,C,1,1,Adult,Medium-High
362,0,3,"Passenger, Person 362",male,46.54723538781876,0,0,340362,9.340800372291763,F2,C,1,1,Middle-Aged,Medium-Low
363,0,3,"Passenger, Person 363",male,16.253379554236677,0,2,340363,17.19551914774505,,C,3,0,Teens,Medium-Low
364,1,3,"Passenger, Person 364",female,,0,0,340364,8.107369108966036,,S,1,1,,Low
365,0,3,"Passenger, Person 365",male,,4,1,340365,4.33737565587651,,C,6,0,,Low
366,0,2,"Passenger, Person 366",male,36.96586546412775,4,0,340366,16.95813782962976,C23 C25 C27,S,5,0,Middle-Aged,Medium-Low
367,0,3,"Passenger, Person 367",male,32.44893344068178,0,0,340367,8.193582940870051,,C,1,1,Adult,Low
368,1,3,"Passenger, Person 368",male,44.21516834222355,1,2,340368,8.743158187209405,C22 C26,S,4,0,Middle-Aged,Medium-Low
369,1,1,"Passenger, Person 369",male,0.42,0,0,PC 17369,175.0455385885686,E101,S,1,1,Child,High
370,0,1,"Passenger, Person 370",male,39.52919213319816,0,1,PC 17370,64.32993058522678,,S,2,0,Middle-Aged,High
371,1,1,"Passenger, Person 371",female,20.215902594652356,1,0,PC 17371,32.443279562170545,B96 B98,S,2,0,Adult,Medium-High
372,0,1,"Passenger, Person 372",male,3.155822995581374,3,1,PC 17372,86.34014437574328,,S,5,0,Child,High
373,1,1,"Passenger, Person 373",male,37.11243769311222,0,0,PC 17373,92.2797792520158,,Q,1,1,Middle-Aged,High
374,0,3,"Passenger, Person 374",male,,1,0,340374,0.6243064744652145,,Q,2,0,,Low
375,1,1,"Passenger, Person 375",male,27.70699653789847,0,1,PC 17375,60.87431078994021,E101,S,2,0,Adult,High
376,0,2,"Passenger, Person 376",male,43.51668093444261,8,2,340376,16.257103786718236,E101,Q,11,0,Middle-Aged,Medium-Low
377,0,3,"Passenger, Person 377",male,53.07803474083536,0,2,340377,11.786412989206791,,C,3,0,Middle-Aged,Medium-Low
378,1,1,"Passenger, Person 378",male,48.766259576968686,0,1,PC 17378,140.74121309696287,B96 B98,S,2,0,Middle-Aged,High
379,0,3,"Passenger, Person 379",male,53.47948567588519,0,1,340379,15.183390582791708,,S,2,0,Middle-Aged,Medium-Low
380,1,2,"Passenger, Person 380",female,40.46084862054243,1,0,340380,36.6231855160093,D,C,2,0,Middle-Aged,High
381,1,1,"Passenger, Person 381",female,,0,0,PC 17381,83.2404922406724,,S,1,1,,High
382,1,3,"Passenger, Person 382",female,6.471495727491057,2,0,340382,33.216960084180705,E101,C,3,0,Child,Medium-High
383,0,3,"Passenger, Person 383",male,26.132093922115747,0,0,340383,8.611474848951818,,C,1,1,Adult,Medium-Low
384,0,3,"Passenger, Person 384",male,17.472924367915223,0,0,340384,5.214813807183633,,C,1,1,Teens,Low
385,0,3,"Passenger, Person 385",male,61.178669403718295,0,0,340385,19.700329422546712,,S,1,1,Senior,Medium-High
386,0,3,"Passenger, Person 386",male,,0,0,340386,28.68490131211519,E101,S,1,1,,Medium-High
387,1,2,"Passenger, Person 387",female,31.486469698375043,0,0,340387,2.735557040392054,,S,1,1,Adult,Low
388,1,1,"Passenger, Person 388",male,,0,0,PC 17388,68.78472943928342,,S,1,1,,High
389,0,3,"Passenger, Person 389",male,30.33223547240058,0,0,340389,6.961398604055421,E101,S,1,1,Adult,Low
390,0,3,"Passenger, Person 390",male,54.27824008624592,0,0,340390,15.251361142912875,,S,1,1,Middle-Aged,Medium-Low
391,1,3,"Passenger, Person 391",female,20.671584254850448,0,1,340391,13.790197158493452,,S,2,0,Adult,Medium-Low
392,0,2,"Passenger, Person 392",male,32.52180810094002,1,0,340392,38.14995621916037,,C,2,0,Adult,High
393,0,2,"Passenger, Person 393",male,18.9341765073783,1,0,340393,19.25073769262782,,S,2,0,Adult,Medium-High
394,0,3,"Passenger, Person 394",male,10.559673587299764,0,0,340394,28.80262508867252,,S,1,1,Child,Medium-High
395,0,2,"Passenger, Person 395",male,20.82934818187336,0,0,340395,16.563695631757085,,S,1,1,Adult,Medium-Low
396,0,3,"Passenger, Person 396",male,29.162966442798027,0,0,340396,23.87130062615738,,S,1,1,Adult,Medium-High
397,0,3,"Passenger, Person 397",male,23.47511774449973,0,0,340397,16.19529330950391,,S,1,1,Adult,Medium-Low
398,0,2,"Passenger, Person 398",male,,0,0,340398,43.14851018288478,,C,1,1,,High
399,1,3,"Passenger, Person 399",male,9.308396776758409,0,0,340399,0.0,,S,1,1,Child,Low
400,0,3,"Passenger, Person 400",male,28.494969196883925,0,0,340400,0.877565104641929,,S,1,1,Adult,Low
401,1,1,"Passenger, Person 401",male,7.881554576550467,0,2,PC 17401,227.01653820335417,,S,3,0,Child,High
402,0,3,"Passenger, Person 402",male,40.72081147349924,0,2,340402,5.614083971650108,,C,3,0,Middle-Aged,Low
403,0,3,"Passenger, Person 403",female,30.895376417550295,1,0,340403,6.312163061165522,,C,2,0,Adult,Low
404,1,3,"Passenger, Person 404",female,8.565503257758506,4,0,340404,4.047040559501602,,Q,5,0,Child,Low
405,0,2,"Passenger, Person 405",male,,0,0,340405,35.58979743493841,C22 C26,C,1,1,,High
406,1,3,"Passenger, Person 406",male,18.793732118936543,0,0,340406,0.0,,Q,1,1,Adult,Low
407,1,2,"Passenger, Person 407",male,34.32803040107812,1,2,340407,20.951855359609592,,C,4,0,Adult,Medium-High
408,0,1,"Passenger, Person 408",male,,2,0,PC 17408,63.43149790111806,D,S,3,0,,High
409,1,3,"Passenger, Person 409",female,2.509999190136703,0,1,340409,25.08167141854878,,S,2,0,Child,Medium-High
410,1,1,"Passenger, Person 410",male,,0,0,PC 17410,40.182752338131706,C22 C26,S,1,1,,High
411,1,2,"Passenger, Person 411",female,27.378074464283713,0,4,340411,26.05854352847256,,S,5,0,Adult,Medium-High
412,0,3,"Passenger, Person 412",male,39.43443110853175,0,0,340412,0.7966220928500332,,S,1,1,Middle-Aged,Low
413,1,3,"Passenger, Person 413",male,32.791351109446495,0,1,340413,38.69335142544921,,S,2,0,Adult,High
414,1,3,"Passenger, Person 414",female,18.796444689787123,0,0,340414,11.044484428809202,,C,1,1,Adult,Medium-Low
415,1,3,"Passenger, Person 415",female,,0,0,340415,13.77639833373904,,Q,1,1,,Medium-Low
416,0,2,"Passenger, Person 416",female,18.157625076349408,0,0,340416,42.17180666505705,E101,S,1,1,Adult,High
417,1,2,"Passenger, Person 417",female,45.302103509679675,1,0,340417,13.033253934032276,,S,2,0,Middle-Aged,Medium-Low
418,0,2,"Passenger, Person 418",male,30.00901890574316,0,2,340418,42.33597045820201,,Q,3,0,Adult,High
419,0,3,"Passenger, Person 419",female,57.26726494341861,0,2,340419,9.153817084482432,,S,3,0,Middle-Aged,Medium-Low
420,0,3,"Passenger, Person 420",male,28.820418199688,0,1,340420,21.068680022033853,,C,2,0,Adult,Medium-High
421,0,3,"Passenger, Person 421",female,,0,0,340421,7.380501958247713,,S,1,1,,Low
422,1,3,"Passenger, Person 422",male,,4,1,340422,0.0,C23 C25 C27,S,6,0,,Low
423,1,1,"Passenger, Person 423",female,3.5544746942887957,0,0,PC 17423,116.48835934216804,,S,1,1,Child,High
424,0,3,"Passenger, Person 424",male,,0,0,340424,20.71893741081886,,C,1,1,,Medium-High
425,0,1,"Passenger, Person 425",male,33.57333643966651,1,0,PC 17425,0.0,,S,2,0,Adult,Low
426,0,3,"Passenger, Person 426",male,37.07651283683404,0,0,340426,10.302358492004169,B96 B98,S,1,1,Middle-Aged,Medium-Low
427,1,2,"Passenger, Person 427",female,,1,0,340427,36.26986649997979,,S,2,0,,High
428,0,3,"Passenger, Person 428",male,42.67805555410367,0,0,340428,20.281308458762712,C23 C25 C27,S,1,1,Middle-Aged,Medium-High
429,0,2,"Passenger, Person 429",male,,0,0,340429,15.52220497680734,,Q,1,1,,Medium-Low
430,0,1,"Passenger, Person 430",male,31.828498673790467,0,1,PC 17430,37.54299527251247,,C,2,0,Adult,High
431,0,1,"Passenger, Person 431",male,,0,0,PC 17431,236.11305736051256,E101,S,1,1,,High
432,1,3,"Passenger, Person 432",female,42.70417008005021,1,0,340432,0.0,,S,2,0,Middle-Aged,Low
433,0,3,"Passenger, Person 433",male,,1,0,340433,13.028815681505373,C22 C26,S,2,0,,Medium-Low
434,1,1,"Passenger, Person 434",female,16.77771273147833,0,0,PC 17434,0.0,B96 B98,C,1,1,Teens,Low
435,0,1,"Passenger, Person 435",male,0.42,0,0,PC 17435,186.70554229785395,,C,1,1,Child,High
436,0,3,"Passenger, Person 436",male,19.272276870984907,1,0,340436,13.601640265708296,,S,2,0,Adult,Medium-Low
437,1,1,"Passenger, Person 437",female,,2,0,PC 17437,98.04757861201588,,C,3,0,,High
438,1,3,"Passenger, Person 438",female,,0,0,340438,44.1378154059037,,S,1,1,,High
439,0,3,"Passenger, Person 439",male,27.796773977161585,0,0,340439,7.151800566899674,,Q,1,1,Adult,Low
440,0,1,"Passenger, Person 440",male,30.814352302902137,0,1,PC 17440,220.53892129656563,,Q,2,0,Adult,High
441,1,1,"Passenger, Person 441",female,26.43958826378286,1,0,PC 17441,53.6729106761613,,C,2,0,Adult,High
442,0,3,"Passenger, Person 442",male,20.27496257805983,0,0,340442,11.111362966566118,,C,1,1,Adult,Medium-Low
443,1,2,"Passenger, Person 443",female,32.14549274351755,0,1,340443,54.95627833606779,,S,2,0,Adult,High
444,0,2,"Passenger, Person 444",female,36.10813941875643,1,0,340444,18.56582509559825,,C,2,0,Middle-Aged,Medium-Low
445,1,3,"Passenger, Person 445",female,13.889213377078732,0,0,340445,0.0,C22 C26,S,1,1,Teens,Low
446,1,3,"Passenger, Person 446",male,50.158519506320914,0,1,340446,16.781106669389438,C22 C26,S,2,0,Middle-Aged,Medium-Low
447,1,3,"Passenger, Person 447",female,28.270472081878204,0,0,340447,11.779894923162953,,S,1,1,Adult,Medium-Low
448,0,3,"Passenger, Person 448",male,29.97331953270029,0,0,340448,17.718054259072463,,C,1,1,Adult,Medium-Low
449,0,2,"Passenger, Person 449",male,39.96910913722008,0,0,340449,18.923228686739,,S,1,1,Middle-Aged,Medium-High
450,0,1,"Passenger, Person 450",male,33.08163390332078,0,0,PC 17450,256.9624800639716,,S,1,1,Adult,High
451,0,3,"Passenger, Person 451",male,43.52048119174205,0,0,340451,19.804094227195293,,S,1,1,Middle-Aged,Medium-High
452,1,3,"Passenger, Person 452",female,33.86330039542645,0,0,340452,1.8553890950160017,,S,1,1,Adult,Low
453,1,2,"Passenger, Person 453",female,20.81965806771365,1,0,340453,22.279108426310103,B96 B98,S,2,0,Adult,Medium-High
454,1,3,"Passenger, Person 454",female,34.941801115488474,1,0,340454,4.884071934162572,,C,2,0,Adult,Low
455,0,1,"Passenger, Person 455",male,13.115969993850404,0,0,PC 17455,64.8283202847696,F2,C,1,1,Teens,High
456,0,3,"Passenger, Person 456",male,,0,0,340456,3.6651521837649494,,S,1,1,,Low
457,0,1,"Passenger, Person 457",male,29.21816513565532,0,0,PC 17457,248.50524481006977,,C,1,1,Adult,High
458,1,3,"Passenger, Person 458",female,26.682305569548173,0,0,340458,6.074769233039561,,C,1,1,Adult,Low
459,1,1,"Passenger, Person 459",male,27.836206084135505,0,0,PC 17459,137.78001945554269,,S,1,1,Adult,High
460,1,1,"Passenger, Person 460",female,2.4131888402842323,0,2,PC 17460,58.918605093623086,,C,3,0,Child,High
461,0,1,"Passenger, Person 461",male,21.743488837756058,0,0,PC 17461,0.0,,Q,1,1,Adult,Low
462,0,3,"Passenger, Person 462",male,,0,0,340462,15.854142331894575,,S,1,1,,Medium-Low
463,0,3,"Passenger, Person 463",female,,0,0,340463,18.087610207942777,,S,1,1,,Medium-Low
464,0,3,"Passenger, Person 464",male,14.798710456573607,1,0,340464,19.82489186029965,A10,Q,2,0,Teens,Medium-High
465,1,3,"Passenger, Person 465",female,48.05276369253816,0,2,340465,0.0,B96 B98,S,3,0,Middle-Aged,Low
466,1,2,"Passenger, Person 466",female,17.14046470088974,0,0,340466,4.607005722301816,,S,1,1,Teens,Low
467,0,2,"Passenger, Person 467",male,,0,2,340467,33.1082113472845,,S,3,0,,Medium-High
468,0,3,"Passenger, Person 468",male,35.89431824713943,1,0,340468,3.5203234113032886,A10,S,2,0,Middle-Aged,Low
469,0,1,"Passenger, Person 469",male,20.329704007264855,1,0,PC 17469,99.97963592418868,,C,2,0,Adult,High
470,0,3,"Passenger, Person 470",female,,0,0,340470,0.0,,S,1,1,,Low
471,0,1,"Passenger, Person 471",male,12.392265939531038,0,1,PC 17471,141.21488596835837,,S,2,0,Teens,High
472,0,3,"Passenger, Person 472",male,,0,0,340472,23.923965555951316,,S,1,1,,Medium-High
473,0,1,"Passenger, Person 473",male,44.20844361162318,0,0,PC 17473,141.2389726814446,,S,1,1,Middle-Aged,High
474,1,3,"Passenger, Person 474",female,19.97600696838865,0,0,340474,25.03812493588957,D,S,1,1,Adult,Medium-High
475,0,3,"Passenger, Person 475",male,49.89074685093277,1,0,340475,30.882901593894857,C22 C26,S,2,0,Middle-Aged,Medium-High
476,1,3,"Passenger, Person 476",female,26.074325538315183,0,2,340476,0.7651845523012808,,C,3,0,Adult,Low
477,1,1,"Passenger, Person 477",female,33.88605762455793,1,0,PC 17477,22.633589370193732,,S,2,0,Adult,Medium-High
